epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,17728.3,1.61963,1.33734,1.36244,0.55196,0.47457,0.46103,0.27384,1.70919,1.57528,1.49439,0.003796,0.003796,0.003796
190,17827.6,1.62073,1.33587,1.37064,0.54966,0.4745,0.46119,0.27398,1.70919,1.5746,1.49438,0.003763,0.003763,0.003763
191,17927.7,1.62194,1.33555,1.36245,0.54976,0.47501,0.46148,0.27444,1.70885,1.57396,1.49414,0.00373,0.00373,0.00373
192,18026.4,1.61361,1.32096,1.36169,0.54625,0.47584,0.46179,0.27496,1.70841,1.57391,1.49382,0.003697,0.003697,0.003697
193,18125.2,1.61192,1.33707,1.36955,0.54587,0.47586,0.46199,0.27477,1.70853,1.57338,1.49404,0.003664,0.003664,0.003664
194,18225,1.61892,1.34172,1.3667,0.54813,0.47573,0.46256,0.27503,1.70921,1.57282,1.49394,0.003631,0.003631,0.003631
195,18325,1.61336,1.33327,1.363,0.55112,0.47574,0.46273,0.27502,1.70904,1.57272,1.49392,0.003598,0.003598,0.003598
196,18424.4,1.61144,1.32907,1.35816,0.54965,0.47607,0.4634,0.27514,1.70884,1.57182,1.49384,0.003565,0.003565,0.003565
197,18523.2,1.60524,1.32603,1.36487,0.55163,0.47559,0.46381,0.27557,1.7087,1.57141,1.49379,0.003532,0.003532,0.003532
198,18621.1,1.61583,1.32308,1.36673,0.55649,0.4741,0.4642,0.27586,1.70861,1.57054,1.49351,0.003499,0.003499,0.003499
199,18719.2,1.624,1.33154,1.36434,0.56465,0.47153,0.46429,0.27587,1.70865,1.56997,1.49337,0.003466,0.003466,0.003466
200,18817.5,1.61461,1.31927,1.35514,0.56297,0.47366,0.46457,0.27611,1.70856,1.5692,1.49307,0.003433,0.003433,0.003433
201,18915.4,1.60661,1.32035,1.35911,0.56794,0.47111,0.46465,0.2759,1.70871,1.56922,1.49291,0.0034,0.0034,0.0034
202,19013.6,1.60728,1.31809,1.3561,0.57584,0.46705,0.46552,0.27648,1.70852,1.56799,1.4929,0.003367,0.003367,0.003367
203,19111.7,1.61203,1.31845,1.35927,0.57839,0.46575,0.46564,0.27657,1.70762,1.56773,1.4927,0.003334,0.003334,0.003334
204,19210.7,1.61113,1.31022,1.35867,0.57854,0.46607,0.46618,0.27685,1.70665,1.5675,1.49229,0.003301,0.003301,0.003301
205,19312.4,1.60414,1.30949,1.35833,0.57588,0.4675,0.46677,0.27728,1.70588,1.56706,1.49188,0.003268,0.003268,0.003268
206,19413.3,1.59627,1.30112,1.35295,0.57707,0.46702,0.46675,0.2774,1.70523,1.56657,1.49157,0.003235,0.003235,0.003235
207,19514.7,1.60485,1.30586,1.35507,0.57888,0.46681,0.46744,0.27753,1.70412,1.56631,1.49098,0.003202,0.003202,0.003202
208,19615.7,1.59766,1.29707,1.35172,0.57769,0.4686,0.46777,0.27814,1.70403,1.56589,1.49087,0.003169,0.003169,0.003169
209,19716.4,1.60064,1.30023,1.35288,0.57788,0.4685,0.46789,0.27822,1.70383,1.56526,1.49066,0.003136,0.003136,0.003136
210,19816.2,1.59842,1.29747,1.35263,0.5797,0.46939,0.46807,0.27839,1.70377,1.56465,1.49049,0.003103,0.003103,0.003103
211,19915.3,1.60291,1.31114,1.35603,0.5807,0.46894,0.46847,0.27883,1.70315,1.56395,1.49007,0.00307,0.00307,0.00307
212,20014.8,1.59498,1.29467,1.35349,0.58222,0.46894,0.46944,0.27888,1.70296,1.56364,1.48976,0.003037,0.003037,0.003037
213,20114.5,1.59207,1.28359,1.34869,0.58465,0.46764,0.46938,0.27875,1.70306,1.5634,1.48966,0.003004,0.003004,0.003004
214,20214.5,1.5976,1.29237,1.34657,0.58656,0.46661,0.4705,0.27952,1.70283,1.56301,1.48943,0.002971,0.002971,0.002971
215,20312.6,1.58098,1.2819,1.34696,0.58675,0.46593,0.4706,0.27937,1.70358,1.56281,1.48969,0.002938,0.002938,0.002938
216,20409.7,1.58609,1.28717,1.34647,0.5891,0.46365,0.46999,0.27975,1.70377,1.56263,1.48954,0.002905,0.002905,0.002905
217,20506.6,1.59652,1.28366,1.3508,0.59021,0.46273,0.46983,0.27956,1.7039,1.56195,1.48956,0.002872,0.002872,0.002872
218,20602.9,1.59016,1.27102,1.342,0.59047,0.46405,0.47061,0.27981,1.70432,1.56172,1.48969,0.002839,0.002839,0.002839
219,20697,1.58821,1.27904,1.34331,0.59185,0.46415,0.47073,0.27978,1.70449,1.56152,1.4897,0.002806,0.002806,0.002806
220,20791.3,1.58324,1.27863,1.3435,0.59458,0.46199,0.47028,0.27959,1.70476,1.56165,1.48968,0.002773,0.002773,0.002773
221,20884.8,1.58745,1.28603,1.34726,0.5932,0.46288,0.47095,0.28004,1.70428,1.5616,1.48945,0.00274,0.00274,0.00274
222,20981.5,1.58647,1.27157,1.34178,0.5925,0.46298,0.47147,0.2805,1.70462,1.56111,1.48956,0.002707,0.002707,0.002707
223,21074.3,1.57968,1.27681,1.34353,0.60207,0.46047,0.47157,0.2807,1.70419,1.5614,1.48937,0.002674,0.002674,0.002674
224,21167,1.57811,1.25986,1.3385,0.59874,0.46237,0.47125,0.28062,1.70462,1.56138,1.48941,0.002641,0.002641,0.002641
225,21260.2,1.59142,1.27369,1.34655,0.5984,0.46234,0.47156,0.28095,1.70487,1.56137,1.48947,0.002608,0.002608,0.002608
226,21353.9,1.58439,1.27532,1.3486,0.59945,0.46105,0.47179,0.28166,1.7038,1.56103,1.48884,0.002575,0.002575,0.002575
227,21448.1,1.58064,1.26104,1.34269,0.59979,0.4601,0.47174,0.28147,1.70373,1.56077,1.48857,0.002542,0.002542,0.002542
228,21547.1,1.58042,1.26431,1.34199,0.60203,0.46024,0.47209,0.28172,1.70329,1.56079,1.48827,0.002509,0.002509,0.002509
229,21642.4,1.57702,1.26757,1.34673,0.59971,0.45982,0.47227,0.2816,1.70314,1.561,1.48809,0.002476,0.002476,0.002476
230,21738.5,1.5779,1.25782,1.33733,0.60057,0.45956,0.4741,0.28318,1.7025,1.56088,1.48763,0.002443,0.002443,0.002443
231,21834.5,1.56861,1.25295,1.33935,0.59185,0.46707,0.47263,0.28154,1.70197,1.56081,1.48744,0.00241,0.00241,0.00241
232,21930.1,1.57094,1.24509,1.33078,0.59551,0.46208,0.47476,0.28305,1.70158,1.56096,1.48749,0.002377,0.002377,0.002377
233,22023.4,1.5794,1.25737,1.33686,0.59734,0.46087,0.47497,0.28332,1.70087,1.56051,1.48711,0.002344,0.002344,0.002344
234,22117.9,1.57062,1.24343,1.33281,0.59925,0.46057,0.47486,0.28315,1.70098,1.56028,1.48689,0.002311,0.002311,0.002311
235,22214,1.56921,1.23572,1.33373,0.59175,0.46755,0.47273,0.28307,1.70054,1.55992,1.48653,0.002278,0.002278,0.002278
236,22308.8,1.57044,1.24399,1.33213,0.59416,0.46676,0.47208,0.28285,1.70076,1.56036,1.48658,0.002245,0.002245,0.002245
237,22423,1.57601,1.24214,1.33179,0.59535,0.46708,0.47206,0.28307,1.70099,1.5607,1.48649,0.002212,0.002212,0.002212
238,22543,1.56778,1.24471,1.33488,0.58734,0.47272,0.47209,0.28309,1.70127,1.56088,1.48651,0.002179,0.002179,0.002179
239,22663.7,1.56731,1.23552,1.33183,0.58973,0.47119,0.47227,0.28333,1.7015,1.56079,1.4867,0.002146,0.002146,0.002146
240,22782.7,1.56673,1.23554,1.33073,0.58961,0.47234,0.47287,0.28355,1.70068,1.56084,1.48642,0.002113,0.002113,0.002113
241,22901.3,1.56938,1.2363,1.33602,0.59111,0.47126,0.47271,0.28383,1.70028,1.56055,1.4863,0.00208,0.00208,0.00208
242,23021.1,1.56819,1.2355,1.33194,0.5901,0.47196,0.47315,0.28393,1.69993,1.56074,1.48618,0.002047,0.002047,0.002047
243,23139.9,1.55982,1.22636,1.32385,0.58923,0.4737,0.47354,0.28429,1.69878,1.56034,1.48557,0.002014,0.002014,0.002014
244,23258.5,1.5635,1.22568,1.33061,0.58851,0.47456,0.47401,0.2845,1.69818,1.56052,1.48547,0.001981,0.001981,0.001981
245,23377.1,1.56377,1.22982,1.3377,0.59259,0.47433,0.47379,0.28419,1.6984,1.56081,1.48563,0.001948,0.001948,0.001948
246,23497,1.56867,1.22078,1.32977,0.59165,0.47436,0.4739,0.28434,1.69773,1.56043,1.48538,0.001915,0.001915,0.001915
247,23590,1.55702,1.2174,1.33218,0.59242,0.47451,0.47438,0.28475,1.69721,1.56052,1.48529,0.001882,0.001882,0.001882
248,23683.1,1.55993,1.21549,1.32624,0.59542,0.47324,0.47458,0.28549,1.69707,1.56001,1.48509,0.001849,0.001849,0.001849
249,23775.5,1.55714,1.20961,1.32525,0.59933,0.46972,0.47425,0.28517,1.69675,1.5598,1.48516,0.001816,0.001816,0.001816
250,23868.3,1.55197,1.20945,1.32514,0.60274,0.46715,0.47497,0.28525,1.69641,1.56032,1.48503,0.001783,0.001783,0.001783
251,23961.1,1.55931,1.21715,1.31987,0.60339,0.46578,0.47385,0.28512,1.6965,1.56055,1.48517,0.00175,0.00175,0.00175
252,24052.6,1.55503,1.20773,1.32292,0.60048,0.46637,0.47477,0.28532,1.6967,1.56072,1.48499,0.001717,0.001717,0.001717
253,24147.1,1.55649,1.21124,1.32548,0.60193,0.4667,0.47453,0.28519,1.69718,1.56098,1.48535,0.001684,0.001684,0.001684
254,24238.5,1.54774,1.21745,1.32125,0.60251,0.46685,0.47407,0.28529,1.69749,1.56143,1.48546,0.001651,0.001651,0.001651
255,24330.3,1.55507,1.19663,1.32069,0.59953,0.46809,0.47405,0.28554,1.69785,1.56196,1.48578,0.001618,0.001618,0.001618
256,24422.4,1.54386,1.20733,1.32238,0.60135,0.46829,0.4743,0.28549,1.69781,1.56208,1.48593,0.001585,0.001585,0.001585
257,24514.3,1.53758,1.1934,1.31899,0.60544,0.46677,0.4745,0.28554,1.69747,1.56135,1.48592,0.001552,0.001552,0.001552
258,24606.1,1.5437,1.19533,1.3227,0.6045,0.46717,0.47483,0.28587,1.69782,1.5615,1.48633,0.001519,0.001519,0.001519
259,24698.8,1.54517,1.19008,1.32122,0.60532,0.46872,0.47475,0.28574,1.69795,1.56116,1.48642,0.001486,0.001486,0.001486
260,24791,1.54553,1.18759,1.31662,0.60644,0.46718,0.47435,0.28557,1.69839,1.56149,1.48663,0.001453,0.001453,0.001453
261,24882.3,1.54044,1.18485,1.3182,0.6035,0.46877,0.47464,0.28574,1.69867,1.5614,1.48673,0.00142,0.00142,0.00142
262,24973.3,1.54329,1.18622,1.3115,0.60846,0.46623,0.47463,0.28551,1.69891,1.56168,1.48694,0.001387,0.001387,0.001387
263,25064.2,1.54206,1.19326,1.32053,0.60574,0.46835,0.47513,0.28549,1.69933,1.56165,1.4871,0.001354,0.001354,0.001354
264,25155.2,1.54687,1.18975,1.32142,0.60602,0.46831,0.47508,0.28588,1.69914,1.56163,1.48711,0.001321,0.001321,0.001321
265,25246.2,1.54119,1.18653,1.31388,0.60885,0.46708,0.47566,0.28615,1.69888,1.56154,1.48718,0.001288,0.001288,0.001288
266,25337.1,1.53505,1.18602,1.31279,0.6103,0.46673,0.47566,0.28606,1.69872,1.56125,1.48715,0.001255,0.001255,0.001255
267,25427.8,1.53319,1.17455,1.31568,0.61098,0.46653,0.47581,0.28629,1.69792,1.56072,1.48696,0.001222,0.001222,0.001222
268,25519.1,1.53256,1.16677,1.30826,0.59593,0.47447,0.47595,0.28613,1.69784,1.5606,1.48697,0.001189,0.001189,0.001189
269,25610,1.53103,1.16596,1.31315,0.61178,0.46403,0.47601,0.28664,1.69769,1.56044,1.48715,0.001156,0.001156,0.001156
270,25700.9,1.53644,1.17139,1.31298,0.60251,0.47138,0.47574,0.28635,1.69723,1.55995,1.48709,0.001123,0.001123,0.001123
271,25792,1.52406,1.16108,1.30401,0.6014,0.47206,0.47573,0.28648,1.69636,1.55961,1.48674,0.00109,0.00109,0.00109
272,25883,1.53501,1.16956,1.30846,0.6006,0.47221,0.4758,0.28628,1.69575,1.55969,1.48661,0.001057,0.001057,0.001057
273,25973.7,1.52502,1.16236,1.3092,0.60251,0.4714,0.47642,0.28654,1.69563,1.55966,1.48663,0.001024,0.001024,0.001024
274,26064,1.52439,1.16164,1.30765,0.59475,0.473,0.47674,0.28672,1.69588,1.55963,1.48683,0.000991,0.000991,0.000991
275,26154.7,1.52971,1.16278,1.30891,0.59237,0.474,0.47674,0.28701,1.69577,1.56038,1.4868,0.000958,0.000958,0.000958
276,26245.5,1.52217,1.1604,1.30888,0.59206,0.47435,0.4768,0.28664,1.69597,1.56031,1.48703,0.000925,0.000925,0.000925
277,26336.3,1.51793,1.15554,1.30369,0.59653,0.47545,0.47716,0.2868,1.69616,1.56068,1.48715,0.000892,0.000892,0.000892
278,26427.4,1.52763,1.15432,1.30576,0.59681,0.47486,0.47728,0.28669,1.69677,1.56063,1.48759,0.000859,0.000859,0.000859
279,26518.5,1.51649,1.14407,1.30241,0.59731,0.47387,0.47736,0.28678,1.69767,1.56112,1.48791,0.000826,0.000826,0.000826
280,26609.6,1.52023,1.15578,1.30078,0.59672,0.47616,0.47756,0.28686,1.69857,1.5608,1.4883,0.000793,0.000793,0.000793
281,26700.4,1.52558,1.15028,1.30582,0.59764,0.47584,0.47764,0.28682,1.69935,1.56124,1.48847,0.00076,0.00076,0.00076
282,26791.1,1.51229,1.14687,1.29765,0.59911,0.47581,0.47812,0.28718,1.69991,1.5616,1.4887,0.000727,0.000727,0.000727
283,26882.1,1.51768,1.14336,1.30322,0.60151,0.47374,0.47837,0.2874,1.70025,1.56107,1.489,0.000694,0.000694,0.000694
284,26973.8,1.50875,1.14234,1.30017,0.60214,0.47387,0.47862,0.2875,1.70031,1.56122,1.48905,0.000661,0.000661,0.000661
285,27121.3,1.50998,1.13986,1.29757,0.60108,0.47438,0.47886,0.28807,1.70087,1.56138,1.48944,0.000628,0.000628,0.000628
286,27212.3,1.50877,1.12996,1.2945,0.59925,0.47453,0.47914,0.28782,1.70126,1.561,1.48974,0.000595,0.000595,0.000595
287,27303.7,1.52091,1.13768,1.29302,0.60031,0.47433,0.47929,0.28793,1.70165,1.5612,1.48986,0.000562,0.000562,0.000562
288,27394.6,1.50824,1.12794,1.29492,0.59959,0.47497,0.47992,0.28872,1.70203,1.56112,1.4901,0.000529,0.000529,0.000529
289,27485.5,1.51243,1.13565,1.30136,0.59909,0.47438,0.48009,0.28824,1.70208,1.5607,1.4904,0.000496,0.000496,0.000496
290,27576.4,1.50483,1.12638,1.28914,0.59847,0.47581,0.48063,0.2883,1.7025,1.56044,1.49057,0.000463,0.000463,0.000463
291,27698.4,1.48271,1.10793,1.32488,0.59567,0.47491,0.48052,0.28867,1.7023,1.56084,1.49053,0.00043,0.00043,0.00043
292,27788.7,1.46866,1.0796,1.31894,0.59342,0.47841,0.48103,0.28899,1.70201,1.56056,1.49088,0.000397,0.000397,0.000397
293,27878.9,1.46867,1.07958,1.32096,0.59559,0.47757,0.48111,0.2894,1.7019,1.56095,1.49117,0.000364,0.000364,0.000364
294,27969.3,1.46477,1.06476,1.31342,0.59612,0.47804,0.48166,0.28962,1.70211,1.5611,1.49139,0.000331,0.000331,0.000331
295,28059.5,1.45566,1.06273,1.31097,0.59545,0.47827,0.48149,0.28972,1.70213,1.56147,1.49169,0.000298,0.000298,0.000298
296,28149.7,1.45428,1.05454,1.31003,0.59341,0.4786,0.48191,0.28981,1.70184,1.56172,1.4919,0.000265,0.000265,0.000265
297,28239.8,1.44942,1.05291,1.30833,0.58917,0.47978,0.48222,0.28997,1.70188,1.56162,1.49222,0.000232,0.000232,0.000232
298,28330,1.45217,1.05233,1.30933,0.58863,0.4806,0.48211,0.28997,1.70177,1.56217,1.49224,0.000199,0.000199,0.000199
299,28420,1.44417,1.05692,1.30586,0.59049,0.48034,0.48221,0.29015,1.70184,1.56202,1.49257,0.000166,0.000166,0.000166
300,28510.3,1.44785,1.04561,1.30548,0.5895,0.47963,0.48194,0.28994,1.70152,1.56249,1.49289,0.000133,0.000133,0.000133
